_ga;GA1.2.1561135833.1608758519;.guru99.com;/;Sat Dec 24 01:22:00 GET 2022;false
_gat_gtag_UA_1248015_24;1;.guru99.com;/;Thu Dec 24 01:22:59 GET 2020;false
Selenium;abc123;demo.guru99.com;/test/cookie;null;false
_gid;GA1.2.407639997.1608758519;.guru99.com;/;Fri Dec 25 01:22:00 GET 2020;false
